GeoID,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI,H_PopTot,H_Cases,H_AAIR,H_LCI,H_UCI,API_PopTot,API_Cases,API_AAIR,API_LCI,API_UCI,AIAN_PopTot,AIAN_Cases,AIAN_AAIR,AIAN_LCI,AIAN_UCI,GeoName,GeoType
A9101za,Male,Oral,05yrs,143635,42,24.2,17.1,33.2,108640,38,26.4,18.3,37.0,19553,,,,,12096,,,,,3066,,,,,279,,,,,Gloucester 1,Zone
A9102za,Male,Oral,05yrs,138480,23,16.8,10.4,25.7,20962,,,,,32840,,,,,77198,,,,,6993,,,,,488,,,,,Camden 2,Zone
A9103za,Male,Oral,05yrs,156974,26,14.0,9.0,20.9,56640,,,,,24975,,,,,38089,,,,,36681,,,,,588,,,,,Middlesex 7,Zone
A9104za,Male,Oral,05yrs,149860,31,17.5,11.2,26.0,127781,30,19.2,12.1,29.3,3259,,,,,10933,,,,,7804,,,,,83,,,,,Morris 6,Zone
A9105za,Male,Oral,05yrs,124849,21,16.6,10.2,25.7,5863,,,,,84708,16,18.5,10.4,30.4,31298,,,,,2555,,,,,425,,,,,Other Essex 2,Zone
A9106za,Male,Oral,05yrs,142405,26,13.7,8.9,20.6,111964,22,14.4,8.8,22.5,11420,,,,,7932,,,,,10869,,,,,220,,,,,Burlington 2,Zone
A9107za,Male,Oral,05yrs,156211,26,13.7,8.8,20.5,96655,20,14.1,8.4,22.8,8994,,,,,19654,,,,,30696,,,,,211,,,,,Middlesex 10,Zone
A9108za,Male,Oral,05yrs,135179,27,16.1,10.4,23.9,107136,26,17.8,11.4,26.9,2675,,,,,11492,,,,,13563,,,,,313,,,,,Bergen 1,Zone
A9109za,Male,Oral,05yrs,138212,29,18.0,11.8,26.5,95179,23,17.9,11.0,27.9,18559,,,,,17447,,,,,6752,,,,,275,,,,,Camden 7,Zone
A9110za,Male,Oral,05yrs,159371,36,15.3,10.6,21.7,127619,33,15.5,10.6,22.5,2406,,,,,15399,,,,,13858,,,,,89,,,,,Bergen 15,Zone
A9111za,Male,Oral,05yrs,152086,18,20.5,11.7,32.9,106820,,,,,6194,,,,,25060,,,,,13767,,,,,246,,,,,Hudson 3,Zone
A9112za,Male,Oral,05yrs,139705,24,14.2,9.0,21.6,51597,,,,,33827,,,,,41202,,,,,12784,,,,,296,,,,,Bergen 4,Zone
A9113za,Male,Oral,05yrs,135011,,,,,59478,,,,,15577,,,,,52185,,,,,7518,,,,,252,,,,,Passaic 6,Zone
A9114za,Male,Oral,05yrs,153279,25,14.1,9.1,21.0,35336,,,,,4417,,,,,101149,,,,,12205,,,,,172,,,,,Hudson 9,Zone
A9115za,Male,Oral,05yrs,125400,34,20.7,14.1,29.5,67111,31,27.3,18.2,41.0,29926,,,,,25554,,,,,2541,,,,,268,,,,,Monmouth 7,Zone
A9116za,Male,Oral,05yrs,152179,39,17.4,12.0,24.8,134647,38,18.3,12.4,26.3,4486,,,,,7412,,,,,5446,,,,,190,,,,,Hunterdon 1,Zone
A9117za,Male,Oral,05yrs,131997,29,22.0,14.5,32.2,9036,,,,,100429,24,23.3,14.7,35.2,20033,,,,,2173,,,,,327,,,,,Newark 4,Zone
A9118za,Male,Oral,05yrs,168398,34,16.4,11.3,23.3,114295,26,17.0,10.9,25.6,10477,,,,,26835,,,,,16654,,,,,136,,,,,Morris 4,Zone
A9119za,Male,Oral,05yrs,142277,16,12.6,6.7,21.4,5947,,,,,114964,,,,,19230,,,,,1849,,,,,288,,,,,Other Essex 3,Zone
A9120za,Male,Oral,05yrs,138971,32,21.7,14.7,31.0,31645,,,,,45729,,,,,44974,,,,,16215,,,,,407,,,,,Hudson 5,Zone
A9121za,Male,Oral,05yrs,135052,17,17.0,9.3,28.1,13170,,,,,56257,,,,,60066,,,,,5214,,,,,346,,,,,Newark 2,Zone
A9122za,Male,Oral,05yrs,124328,30,17.2,11.4,25.3,109219,30,18.5,12.2,27.3,4901,,,,,5393,,,,,4663,,,,,151,,,,,Burlington 8,Zone
A9123za,Male,Oral,05yrs,143437,24,14.0,8.9,21.3,92539,19,14.9,8.9,24.1,25063,,,,,12931,,,,,12483,,,,,421,,,,,Burlington 3,Zone
A9124za,Male,Oral,05yrs,147391,34,21.7,14.8,30.9,38342,16,28.9,15.8,50.4,10286,,,,,55178,,,,,43348,,,,,237,,,,,Bergen 5,Zone
A9125za,Male,Oral,05yrs,134847,49,21.3,15.3,29.5,114246,46,22.8,15.9,32.1,6275,,,,,10164,,,,,3951,,,,,212,,,,,Ocean 6,Zone
A9126za,Male,Oral,05yrs,138516,19,13.1,7.7,20.9,17062,,,,,57620,,,,,33777,,,,,29299,,,,,758,,,,,Hudson 6,Zone
A9127za,Male,Oral,05yrs,152583,20,12.3,7.4,19.4,56975,,,,,8837,,,,,73594,,,,,12986,,,,,191,,,,,Hudson 8,Zone
A9128za,Male,Oral,05yrs,144460,35,24.0,16.3,34.1,52988,19,28.6,16.5,46.9,20384,,,,,19762,,,,,50981,,,,,345,,,,,Middlesex 9,Zone
A9129za,Male,Oral,05yrs,149054,33,15.7,10.7,22.5,126815,30,15.5,10.4,22.8,2564,,,,,10509,,,,,9064,,,,,101,,,,,Bergen 13,Zone
A9130za,Male,Oral,05yrs,159023,59,22.5,16.9,29.8,144097,58,22.9,17.2,30.5,2648,,,,,9887,,,,,2205,,,,,186,,,,,Ocean 7,Zone
A9131za,Male,Oral,05yrs,154935,26,13.6,8.8,20.3,88857,21,16.6,10.0,26.5,6395,,,,,41354,,,,,18079,,,,,250,,,,,Bergen 6,Zone
A9132za,Male,Oral,05yrs,161188,18,15.4,8.7,25.6,65141,,,,,10500,,,,,22956,,,,,62189,,,,,401,,,,,Hudson 4,Zone
A9133za,Male,Oral,05yrs,145671,33,19.9,13.5,28.5,113237,29,21.7,14.2,31.9,17317,,,,,10252,,,,,4534,,,,,331,,,,,Gloucester 5,Zone
A9134za,Male,Oral,05yrs,141717,37,19.2,13.4,27.0,94699,30,20.9,13.7,31.1,6326,,,,,29552,,,,,10810,,,,,331,,,,,Passaic 2,Zone
A9135za,Male,Oral,05yrs,148634,33,16.3,11.2,23.5,99758,31,19.6,13.2,28.8,13984,,,,,9195,,,,,25579,,,,,118,,,,,Other Essex 8,Zone
A9136za,Male,Oral,05yrs,142371,,,,,40495,,,,,13769,,,,,83168,,,,,4725,,,,,214,,,,,Passaic 4,Zone
A9137za,Male,Oral,05yrs,139480,29,15.9,10.4,23.4,113943,28,17.1,11.1,25.5,11709,,,,,8380,,,,,5195,,,,,254,,,,,Gloucester 2,Zone
A9138za,Male,Oral,05yrs,149898,33,17.0,11.5,24.4,111409,29,18.0,11.9,26.7,4420,,,,,20469,,,,,13388,,,,,213,,,,,Morris 3,Zone
A9139za,Male,Oral,05yrs,146531,43,20.5,14.6,28.3,130956,43,22.2,15.8,30.7,2981,,,,,8604,,,,,3803,,,,,188,,,,,Monmouth 1,Zone
A9140za,Male,Oral,05yrs,124729,33,21.1,14.3,30.2,98708,31,23.5,15.7,34.1,5967,,,,,13803,,,,,6116,,,,,134,,,,,Monmouth 2,Zone
A9141za,Male,Oral,05yrs,156063,37,16.6,11.6,23.4,130853,32,16.3,11.1,23.8,3899,,,,,13332,,,,,7883,,,,,94,,,,,Hunterdon 2,Zone
A9142za,Male,Oral,05yrs,180124,35,13.9,9.4,20.0,153975,28,11.5,7.4,17.5,4379,,,,,17281,,,,,4292,,,,,196,,,,,Sussex 2,Zone
A9143za,Male,Oral,05yrs,160071,29,16.1,10.6,23.4,62022,22,22.3,13.6,35.8,24870,,,,,54648,,,,,18243,,,,,288,,,,,Bergen 14,Zone
A9144za,Male,Oral,05yrs,163467,25,13.1,8.4,19.8,91070,20,14.6,8.8,23.3,10462,,,,,28537,,,,,33138,,,,,260,,,,,Somerset 1,Zone
A9145za,Male,Oral,05yrs,141400,40,16.7,11.6,23.7,119951,38,16.5,11.4,23.7,4914,,,,,14331,,,,,2093,,,,,110,,,,,Ocean 3,Zone
A9146za,Male,Oral,05yrs,136932,33,25.8,17.6,36.5,52907,23,28.3,17.7,44.0,35916,,,,,45315,,,,,1191,,,,,1603,,,,,Cumberland 2,Zone
A9147za,Male,Oral,05yrs,143569,22,14.6,9.0,22.5,50862,,,,,48617,,,,,33664,,,,,10250,,,,,175,,,,,Union 3,Zone
A9148za,Male,Oral,05yrs,140164,54,23.9,17.4,32.3,120344,48,22.3,15.9,30.9,4327,,,,,13028,,,,,2323,,,,,141,,,,,Ocean 8,Zone
B0118za,Male,Oral,05yrs,227208,101,27.3,21.9,33.8,194078,91,27.0,21.3,34.1,11603,,,,,18717,,,,,2375,,,,,435,,,,,Cape May,Zone
B0146za,Male,Oral,05yrs,153960,50,23.2,17.1,31.1,115419,42,24.1,17.2,33.3,21230,,,,,15139,,,,,1597,,,,,575,,,,,Salem,Zone
A9001za,Both,Stomach,05yrs,304358,25,8.3,5.3,12.4,104427,,,,,50015,,,,,59673,,,,,89148,,,,,1094,,,,,Middlesex 2,Zone
A9002za,Both,Stomach,05yrs,308047,36,9.0,6.3,12.6,173496,22,7.9,4.9,12.4,11255,,,,,28850,,,,,93798,,,,,649,,,,,Morris 2,Zone
A9003za,Both,Stomach,05yrs,270063,36,13.9,9.6,19.3,50233,,,,,127554,24,19.0,12.0,28.6,85626,,,,,5735,,,,,915,,,,,Camden 1,Zone
A9004za,Both,Stomach,05yrs,264421,28,8.0,5.2,11.8,88572,,,,,66252,,,,,67430,,,,,41295,,,,,872,,,,,Atlantic 1,Zone
A9005za,Both,Stomach,05yrs,344447,31,6.2,4.2,9.1,268068,22,5.4,3.2,8.6,9067,,,,,24088,,,,,42916,,,,,308,,,,,Somerset 2,Zone
A9006za,Both,Stomach,05yrs,276995,34,10.1,6.9,14.3,133667,21,11.5,6.9,18.3,16440,,,,,99964,,,,,26439,,,,,485,,,,,Passaic 3,Zone
A9007za,Both,Stomach,05yrs,258282,31,15.9,10.7,22.6,15103,,,,,15024,,,,,222005,20,13.2,7.8,20.7,5853,,,,,296,,,,,Passaic 5,Zone
A9008za,Both,Stomach,05yrs,310732,24,6.3,4.0,9.5,146988,,,,,15705,,,,,76566,,,,,71114,,,,,359,,,,,Bergen 3,Zone
A9009za,Both,Stomach,05yrs,285323,25,9.1,5.8,13.6,21225,,,,,78334,,,,,177372,19,12.6,7.4,19.9,7714,,,,,677,,,,,Newark 1,Zone
A9010za,Both,Stomach,05yrs,292411,24,5.4,3.4,8.2,241470,18,4.5,2.7,7.5,7914,,,,,19665,,,,,23128,,,,,234,,,,,Morris 5,Zone
A9011za,Both,Stomach,05yrs,269982,23,7.5,4.7,11.4,183018,16,6.0,3.4,10.3,33715,,,,,31848,,,,,20931,,,,,471,,,,,Atlantic 4,Zone
A9012za,Both,Stomach,05yrs,306436,39,10.1,7.1,13.9,181049,29,10.3,6.9,15.3,19939,,,,,79128,,,,,26055,,,,,265,,,,,Bergen 9,Zone
A9013za,Both,Stomach,05yrs,321299,24,6.1,3.8,9.2,168168,17,7.1,3.9,12.0,58848,,,,,78386,,,,,15314,,,,,582,,,,,Union 6,Zone
A9014za,Both,Stomach,05yrs,311854,36,11.8,8.2,16.4,44829,,,,,41188,,,,,216772,23,12.2,7.6,18.4,8613,,,,,452,,,,,Union 2,Zone
A9015za,Both,Stomach,05yrs,271583,29,7.8,5.1,11.5,191546,20,7.1,4.1,11.6,27517,,,,,45012,,,,,6842,,,,,666,,,,,Atlantic 3,Zone
A9016za,Both,Stomach,05yrs,330604,32,8.2,5.5,11.7,122326,17,7.2,4.1,12.9,81210,,,,,63357,,,,,62793,,,,,918,,,,,Somerset 4,Zone
A9017za,Both,Stomach,05yrs,301980,28,8.9,5.8,13.2,232124,22,8.4,5.0,13.3,19633,,,,,45347,,,,,4573,,,,,304,,,,,Ocean 2,Zone
A9018za,Both,Stomach,05yrs,306654,25,8.8,5.6,13.2,73975,,,,,36945,,,,,85773,,,,,108964,,,,,997,,,,,Hudson 2,Zone
A9019za,Both,Stomach,05yrs,259292,28,9.7,6.4,14.1,102486,17,11.1,6.2,19.0,22494,,,,,100728,,,,,33100,,,,,485,,,,,Other Essex 5,Zone
A9020za,Both,Stomach,05yrs,280657,30,8.3,5.6,12.0,138751,,,,,28455,,,,,82263,,,,,30780,,,,,408,,,,,Hudson 7,Zone
A9021za,Both,Stomach,05yrs,308370,21,6.5,4.0,10.0,40244,,,,,7575,,,,,239645,16,6.4,3.6,10.4,20595,,,,,311,,,,,Hudson 10,Zone
A9022za,Both,Stomach,05yrs,297013,26,6.8,4.4,10.2,133030,,,,,26331,,,,,41194,,,,,95877,,,,,581,,,,,Middlesex 4,Zone
A9023za,Both,Stomach,05yrs,277999,26,6.7,4.3,10.0,125387,,,,,22002,,,,,16797,,,,,113302,,,,,511,,,,,Middlesex 14,Zone
A9024za,Both,Stomach,05yrs,245591,31,10.8,7.3,15.5,151040,27,11.1,7.3,16.7,51438,,,,,37596,,,,,3864,,,,,1653,,,,,Cumberland 1,Zone
A9025za,Both,Stomach,05yrs,276089,27,7.2,4.6,10.7,192059,21,6.8,4.1,11.0,29736,,,,,37766,,,,,16076,,,,,452,,,,,Camden 3,Zone
A9026za,Both,Stomach,05yrs,291067,25,5.0,3.2,7.7,257105,24,5.0,3.2,7.9,11609,,,,,15362,,,,,6784,,,,,207,,,,,Monmouth 8,Zone
A9027za,Both,Stomach,05yrs,260432,20,6.2,3.7,9.8,153245,,,,,37297,,,,,40045,,,,,29093,,,,,752,,,,,Atlantic 2,Zone
A9028za,Both,Stomach,05yrs,280018,29,6.8,4.4,10.1,233310,26,7.0,4.4,10.9,7671,,,,,23716,,,,,15156,,,,,165,,,,,Other Essex 9,Zone
A9029za,Both,Stomach,05yrs,298539,20,4.9,2.9,7.7,149605,,,,,17540,,,,,25904,,,,,104732,,,,,758,,,,,Middlesex 3,Zone
A9030za,Both,Stomach,05yrs,296724,27,8.0,5.2,11.7,76652,,,,,163118,17,10.1,5.8,16.4,45937,,,,,9627,,,,,1390,,,,,Mercer 2,Zone
A9031za,Both,Stomach,05yrs,329518,41,9.6,6.9,13.2,207313,33,10.4,7.1,15.1,9716,,,,,78062,,,,,34015,,,,,411,,,,,Bergen 10,Zone
A9032za,Both,Stomach,05yrs,288203,23,5.4,3.4,8.4,234318,19,5.2,3.1,8.6,6948,,,,,15932,,,,,30896,,,,,109,,,,,Monmouth 9,Zone
A9033za,Both,Stomach,05yrs,263463,40,17.9,12.6,24.7,10469,,,,,94775,,,,,156308,22,21.3,12.6,33.1,1436,,,,,475,,,,,Passaic 8,Zone
A9034za,Both,Stomach,05yrs,296717,37,7.3,5.1,10.4,215900,28,6.9,4.4,10.6,35782,,,,,27886,,,,,16611,,,,,538,,,,,Monmouth 6,Zone
A9035za,Both,Stomach,05yrs,274205,28,8.4,5.5,12.6,223965,24,8.3,5.1,12.9,11715,,,,,21597,,,,,16623,,,,,307,,,,,Monmouth 11,Zone
A9036za,Both,Stomach,05yrs,278092,26,9.5,6.2,14.0,14642,,,,,198352,21,10.1,6.2,15.5,58503,,,,,5645,,,,,950,,,,,Other Essex 1,Zone
A9037za,Both,Stomach,05yrs,306898,27,7.8,5.1,11.5,181272,,,,,9356,,,,,98363,,,,,17534,,,,,373,,,,,Morris 7,Zone
A9038za,Both,Stomach,05yrs,283295,28,8.2,5.4,12.0,207683,20,7.3,4.4,11.6,16726,,,,,24733,,,,,33893,,,,,260,,,,,Monmouth 4,Zone
A9039za,Both,Stomach,05yrs,312940,20,3.7,2.2,6.0,257259,17,3.5,2.0,6.0,5283,,,,,23976,,,,,26130,,,,,293,,,,,Morris 1,Zone
A9040za,Both,Stomach,05yrs,271954,25,6.0,3.9,9.2,232240,25,6.5,4.2,10.1,7281,,,,,24490,,,,,7587,,,,,357,,,,,Warren 2,Zone
A9041za,Both,Stomach,05yrs,267065,28,8.5,5.5,12.5,184272,22,8.7,5.3,13.7,16379,,,,,44108,,,,,22017,,,,,289,,,,,Monmouth 10,Zone
A9042za,Both,Stomach,05yrs,304657,31,9.2,6.2,13.2,89232,,,,,102800,,,,,100646,,,,,11466,,,,,512,,,,,Union 5,Zone
A9043za,Both,Stomach,05yrs,279150,33,13.1,8.9,18.6,12061,,,,,220629,26,13.2,8.5,19.7,36479,,,,,8287,,,,,1694,,,,,Newark 3,Zone
A9044za,Both,Stomach,05yrs,272423,,,,,235999,,,,,5898,,,,,29563,,,,,886,,,,,77,,,,,Ocean 4,Zone
A9045za,Both,Stomach,05yrs,295598,26,7.0,4.5,10.5,246486,23,7.0,4.3,10.8,13416,,,,,27879,,,,,7545,,,,,272,,,,,Ocean 5,Zone
A9046za,Both,Stomach,05yrs,314499,26,6.5,4.2,9.8,227164,18,4.9,2.8,8.2,6911,,,,,32241,,,,,48005,,,,,178,,,,,Bergen 12,Zone
A9047za,Both,Stomach,05yrs,264109,31,8.0,5.3,11.8,145358,,,,,40290,,,,,66418,,,,,11478,,,,,566,,,,,Atlantic 5,Zone
A9048za,Both,Stomach,05yrs,287703,42,11.2,8.1,15.4,118548,22,9.3,5.6,15.3,9772,,,,,102763,,,,,56268,16,27.4,15.4,45.4,352,,,,,Bergen 7,Zone
A9049za,Both,Stomach,05yrs,289088,23,6.5,4.1,10.0,227537,18,6.2,3.6,10.1,34189,,,,,16706,,,,,10094,,,,,562,,,,,Gloucester 4,Zone
A9050za,Both,Stomach,05yrs,257357,19,5.0,3.0,8.1,205310,16,4.6,2.6,7.9,18584,,,,,24595,,,,,8549,,,,,318,,,,,Warren 1,Zone
A9051za,Both,Stomach,05yrs,308186,24,5.8,3.6,8.9,238480,17,5.4,2.9,9.1,7742,,,,,34951,,,,,26662,,,,,351,,,,,Passaic 9,Zone
A9052za,Both,Stomach,05yrs,279723,20,5.8,3.5,9.1,182274,,,,,51748,,,,,22755,,,,,22576,,,,,370,,,,,Burlington 5,Zone
A9053za,Both,Stomach,05yrs,330213,25,4.9,3.1,7.5,271567,17,3.8,2.1,6.4,11195,,,,,28252,,,,,18908,,,,,291,,,,,Union 7,Zone
A9054za,Both,Stomach,05yrs,289441,37,8.2,5.7,11.6,201141,29,7.2,4.8,10.9,16258,,,,,31651,,,,,40007,,,,,384,,,,,Middlesex 13,Zone
A9055za,Both,Stomach,05yrs,271892,19,10.8,6.4,17.0,59948,,,,,34214,,,,,159611,,,,,17804,,,,,314,,,,,Middlesex 5,Zone
A9056za,Both,Stomach,05yrs,336133,20,5.7,3.4,8.8,62174,,,,,8988,,,,,248834,,,,,15869,,,,,267,,,,,Hudson 11,Zone
A9057za,Both,Stomach,05yrs,258167,36,11.5,8.0,16.1,100534,18,8.6,5.0,15.0,37270,,,,,114590,16,19.5,11.0,31.6,4829,,,,,944,,,,,Cumberland 3,Zone
A9058za,Both,Stomach,05yrs,332360,27,6.3,4.1,9.3,176798,,,,,31903,,,,,77589,,,,,45782,,,,,288,,,,,Somerset 3,Zone
A9059za,Both,Stomach,05yrs,290516,29,5.8,3.7,9.0,236873,26,5.7,3.5,9.1,11470,,,,,27297,,,,,14354,,,,,522,,,,,Ocean 9,Zone
A9060za,Both,Stomach,05yrs,314128,32,7.3,5.0,10.6,165955,,,,,79145,,,,,36943,,,,,31490,,,,,594,,,,,Other Essex 7,Zone
A9061za,Both,Stomach,05yrs,308423,20,6.5,3.9,10.3,190959,,,,,16402,,,,,20387,,,,,80309,,,,,367,,,,,Somerset 5,Zone
A9062za,Both,Stomach,05yrs,278145,32,7.4,5.0,10.7,197418,19,5.2,3.1,8.7,20628,,,,,20532,,,,,39159,,,,,409,,,,,Camden 4,Zone
A9063za,Both,Stomach,05yrs,302964,29,7.1,4.6,10.5,220080,21,6.9,4.0,11.1,37705,,,,,18768,,,,,25800,,,,,611,,,,,Camden 5,Zone
A9064za,Both,Stomach,05yrs,289063,22,5.5,3.4,8.6,194501,,,,,52067,,,,,26031,,,,,16041,,,,,424,,,,,Other Essex 6,Zone
A9065za,Both,Stomach,05yrs,327749,25,7.7,4.9,11.6,176077,,,,,20287,,,,,50310,,,,,80708,,,,,366,,,,,Mercer 6,Zone
A9066za,Both,Stomach,05yrs,291747,22,6.0,3.7,9.3,196700,,,,,22427,,,,,63935,,,,,8178,,,,,507,,,,,Monmouth 5,Zone
A9067za,Both,Stomach,05yrs,276314,21,7.2,4.4,11.1,37761,,,,,21915,,,,,209389,16,9.5,5.2,15.8,7001,,,,,249,,,,,Middlesex 8,Zone
A9068za,Both,Stomach,05yrs,315198,40,7.8,5.5,10.8,231142,34,7.7,5.3,11.3,30409,,,,,39239,,,,,14091,,,,,318,,,,,Mercer 3,Zone
A9069za,Both,Stomach,05yrs,287881,21,5.9,3.6,9.3,242586,19,6.0,3.5,9.7,21951,,,,,13531,,,,,9451,,,,,362,,,,,Gloucester 3,Zone
A9070za,Both,Stomach,05yrs,276926,33,13.0,8.9,18.5,37577,,,,,101488,,,,,130143,,,,,7056,,,,,662,,,,,Union 9,Zone
A9071za,Both,Stomach,05yrs,287160,27,6.5,4.2,9.8,239274,20,5.4,3.2,8.8,7750,,,,,30906,,,,,7971,,,,,1258,,,,,Passaic 1,Zone
A9072za,Both,Stomach,05yrs,295467,31,7.0,4.8,10.2,235067,24,6.5,4.1,10.1,17199,,,,,26542,,,,,16256,,,,,402,,,,,Monmouth 3,Zone
A9073za,Both,Stomach,05yrs,311008,31,8.0,5.4,11.5,236287,19,6.0,3.5,9.6,17379,,,,,27449,,,,,29611,,,,,282,,,,,Union 8,Zone
A9074za,Both,Stomach,05yrs,315931,43,10.6,7.6,14.4,148268,21,8.0,4.9,12.9,75548,,,,,59876,,,,,31816,,,,,423,,,,,Union 4,Zone
A9075za,Both,Stomach,05yrs,262847,24,8.9,5.6,13.5,173113,18,8.9,5.1,14.6,42883,,,,,35308,,,,,10475,,,,,1068,,,,,Burlington 6,Zone
A9076za,Both,Stomach,05yrs,317359,30,7.6,5.1,11.1,196672,21,7.5,4.6,12.1,47315,,,,,32471,,,,,40271,,,,,630,,,,,Mercer 4,Zone
A9077za,Both,Stomach,05yrs,312234,27,8.2,5.4,12.1,70091,,,,,13700,,,,,174171,,,,,53608,,,,,663,,,,,Hudson 1,Zone
A9078za,Both,Stomach,05yrs,307285,36,9.4,6.5,13.2,173790,27,9.9,6.4,15.1,31303,,,,,46714,,,,,54768,,,,,711,,,,,Middlesex 12,Zone
A9079za,Both,Stomach,05yrs,297132,17,5.1,3.0,8.3,214654,,,,,14201,,,,,42967,,,,,25010,,,,,301,,,,,Morris 8,Zone
A9080za,Both,Stomach,05yrs,315915,34,7.4,5.0,10.6,211904,23,6.9,4.2,11.0,7403,,,,,31335,,,,,65051,,,,,223,,,,,Bergen 8,Zone
A9081za,Both,Stomach,05yrs,303431,25,7.0,4.4,10.4,186238,16,6.6,3.7,11.0,23734,,,,,42826,,,,,49921,,,,,712,,,,,Middlesex 11,Zone
A9082za,Both,Stomach,05yrs,296207,34,7.2,4.9,10.4,260363,30,7.1,4.6,10.6,6879,,,,,23133,,,,,5480,,,,,351,,,,,Ocean 10,Zone
A9083za,Both,Stomach,05yrs,278080,31,11.8,7.9,16.9,148121,20,12.0,7.2,18.9,89266,,,,,26834,,,,,13220,,,,,640,,,,,Camden 9,Zone
A9084za,Both,Stomach,05yrs,278156,26,7.1,4.6,10.7,215540,21,6.8,4.2,10.7,35566,,,,,18979,,,,,7494,,,,,577,,,,,Burlington 7,Zone
A9085za,Both,Stomach,05yrs,274038,32,15.5,10.4,22.2,102486,,,,,50230,,,,,114334,20,27.6,16.3,43.3,6135,,,,,853,,,,,Newark 5,Zone
A9086za,Both,Stomach,05yrs,304394,48,9.9,7.2,13.5,136740,,,,,14311,,,,,39396,,,,,113554,29,19.6,13.1,28.7,393,,,,,Bergen 11,Zone
A9087za,Both,Stomach,05yrs,343211,30,6.6,4.3,9.7,304107,30,7.2,4.7,10.7,8053,,,,,24172,,,,,6365,,,,,513,,,,,Sussex 1,Zone
A9088za,Both,Stomach,05yrs,280312,30,9.7,6.4,14.0,179760,,,,,62747,,,,,26394,,,,,10734,,,,,676,,,,,Camden 8,Zone
A9089za,Both,Stomach,05yrs,306484,34,8.1,5.6,11.5,269231,31,7.9,5.4,11.5,4266,,,,,27886,,,,,4815,,,,,287,,,,,Ocean 1,Zone
A9090za,Both,Stomach,05yrs,296670,25,11.7,7.4,17.4,42209,,,,,79882,,,,,165238,,,,,8940,,,,,402,,,,,Union 1,Zone
A9091za,Both,Stomach,05yrs,290332,24,10.1,6.4,15.0,47986,,,,,97013,,,,,136418,,,,,8296,,,,,619,,,,,Mercer 1,Zone
A9092za,Both,Stomach,05yrs,273174,38,9.9,7.0,13.8,85667,,,,,143019,25,14.8,9.4,22.2,30627,,,,,12679,,,,,1182,,,,,Burlington 4,Zone
A9093za,Both,Stomach,05yrs,311521,24,6.2,3.9,9.3,101253,,,,,27342,,,,,57779,,,,,124124,,,,,1022,,,,,Middlesex 6,Zone
A9094za,Both,Stomach,05yrs,282248,35,9.4,6.5,13.2,137700,19,7.3,4.4,12.2,48451,,,,,70743,,,,,24680,,,,,674,,,,,Other Essex 4,Zone
A9095za,Both,Stomach,05yrs,329234,49,10.5,7.8,14.2,206474,23,6.0,3.8,9.7,5313,,,,,22097,,,,,95187,22,23.7,14.7,36.7,163,,,,,Bergen 2,Zone
A9096za,Both,Stomach,05yrs,276664,25,6.5,4.1,9.8,219536,21,6.3,3.9,10.1,27104,,,,,19507,,,,,9951,,,,,567,,,,,Burlington 1,Zone
A9097za,Both,Stomach,05yrs,292247,24,6.2,4.0,9.5,201984,18,5.6,3.3,9.3,13991,,,,,18150,,,,,57800,,,,,322,,,,,Mercer 5,Zone
A9098za,Both,Stomach,05yrs,280859,24,6.8,4.3,10.3,237206,17,5.3,3.0,8.8,11927,,,,,20210,,,,,11165,,,,,350,,,,,Camden 6,Zone
A9099za,Both,Stomach,05yrs,271725,,,,,119425,,,,,35640,,,,,27585,,,,,88536,,,,,539,,,,,Middlesex 1,Zone
A9100za,Both,Stomach,05yrs,258382,37,17.5,12.1,24.3,22484,,,,,49169,,,,,161910,17,15.5,8.7,25.1,24319,,,,,498,,,,,Passaic 7,Zone
A9101za,Both,Stomach,05yrs,297135,24,6.4,4.0,9.8,223733,19,5.6,3.3,9.2,41834,,,,,24436,,,,,6579,,,,,553,,,,,Gloucester 1,Zone
A9102za,Both,Stomach,05yrs,286210,26,10.5,6.8,15.5,44542,,,,,70162,,,,,155959,,,,,14547,,,,,1000,,,,,Camden 2,Zone
A9103za,Both,Stomach,05yrs,308315,34,9.6,6.6,13.6,113501,16,8.9,4.8,15.9,46004,,,,,76291,,,,,71559,,,,,961,,,,,Middlesex 7,Zone
A9104za,Both,Stomach,05yrs,303825,26,6.6,4.2,9.9,258451,23,6.4,4.0,10.1,6757,,,,,21340,,,,,17090,,,,,186,,,,,Morris 6,Zone
A9105za,Both,Stomach,05yrs,269931,24,8.2,5.2,12.4,12912,,,,,193613,21,9.2,5.7,14.2,56900,,,,,5553,,,,,953,,,,,Other Essex 2,Zone
A9106za,Both,Stomach,05yrs,300947,27,5.9,3.9,8.8,235734,18,4.6,2.7,7.6,25895,,,,,16568,,,,,22279,,,,,472,,,,,Burlington 2,Zone
A9107za,Both,Stomach,05yrs,318593,28,6.2,4.1,9.3,199305,17,5.2,3.0,8.8,18312,,,,,38254,,,,,62294,,,,,428,,,,,Middlesex 10,Zone
A9108za,Both,Stomach,05yrs,282141,22,6.6,4.1,10.2,224336,19,6.3,3.7,10.2,5585,,,,,23437,,,,,28221,,,,,562,,,,,Bergen 1,Zone
